scale,quad_id,sample_rule,sample_size,sample_fraction,metric_mean,metric_median,metric_sd,metric_min,metric_max,n_boot,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
10m,1110_a,fixed_1250,1250,0.16339869281045752,111.22328097449581,110.55273460648166,3.544824213455236,104.38441693500708,120.674193440349,50,squared_euclidean_pc1_pc3,1250,1250,0.03187124298435402,0.5013138478896934,110.21585307974671,112.23070886924491,111.02311678261201,0.2001641918838004,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (16.3%)","1,250
16.3%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1110_a,fixed_2000,2000,0.26143790849673204,111.06727739512212,111.1599973428745,2.146204578481085,106.84813783956018,116.07436333048146,50,squared_euclidean_pc1_pc3,2000,2000,0.019323464379575602,0.30351916225151815,110.45733280266725,111.67722198757698,111.02311678261201,0.04416061251011172,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (26.1%)","2,000
26.1%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1110_a,fixed_3000,3000,0.39215686274509803,110.86130403018528,110.92996322865471,1.5458804747768629,108.02663038341421,115.58426001573079,50,squared_euclidean_pc1_pc3,3000,3000,0.013944274679972652,0.21862051332371987,110.42196966028145,111.30063840008911,111.02311678261201,-0.16181275242672655,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (39.2%)","3,000
39.2%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1110_a,fixed_4000,4000,0.5228758169934641,111.02311678261201,110.92363728888456,1.1553300684951568,108.92527954481496,113.3416834889076,50,squared_euclidean_pc1_pc3,4000,4000,0.010406211805036444,0.16338834518832876,110.69477561008601,111.351457955138,111.02311678261201,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (52.3%)","4,000
52.3%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,pct_1,83,0.009998795325864354,137.2581716805572,136.56437863073046,17.644800022489814,103.4524329704004,177.91192076104744,50,squared_euclidean_pc1_pc3,83,83,0.12855190919747056,2.4953515497166188,132.2435749983146,142.2727683627998,140.28382176468747,-3.0256500841302625,percent,0.01,1% of pixels,1%,1% of pixels = 83 pixels (1.0%),"1%
83 px",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,pct_2,166,0.01999759065172871,140.0441880478853,140.7050594504001,12.87807893115033,115.7889196698693,173.33728621553797,50,squared_euclidean_pc1_pc3,166,166,0.09195725371157087,1.8212353881744008,136.3842785108266,143.70409758494404,140.28382176468747,-0.23963371680216028,percent,0.02,2% of pixels,2%,2% of pixels = 166 pixels (2.0%),"2%
166 px",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,pct_3,249,0.029996385977593062,139.60755098558448,139.29397198057313,10.12844380305544,122.54278879873652,167.38430834084483,50,squared_euclidean_pc1_pc3,249,249,0.07254939816329331,1.432378259201473,136.72907910569091,142.48602286547805,140.28382176468747,-0.6762707791029925,percent,0.03,3% of pixels,3%,3% of pixels = 249 pixels (3.0%),"3%
249 px",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_1250,1250,0.15058426695578847,140.9856101016214,140.83579807218825,3.844063593627604,134.1546575751604,149.48627623431992,50,squared_euclidean_pc1_pc3,1250,1250,0.027265644989278203,0.5436326868732816,139.89313931598682,142.078080887256,140.28382176468747,0.7017883369339302,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (15.1%)","1,250
15.1%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_2000,2000,0.24093482712926154,139.6939671660711,140.23256967276768,3.282900774187304,132.11625401970903,145.4247650285493,50,squared_euclidean_pc1_pc3,2000,2000,0.02350066248948692,0.4642722798780819,138.76097708914259,140.62695724299962,140.28382176468747,-0.5898545986163697,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (24.1%)","2,000
24.1%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_3000,3000,0.3614022406938923,141.56538492550703,141.80734078628842,2.376526590394287,135.92535203395917,145.8442037660487,50,squared_euclidean_pc1_pc3,3000,3000,0.016787483689214254,0.336091613547589,140.889983541515,142.24078630949907,140.28382176468747,1.2815631608195588,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (36.1%)","3,000
36.1%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_4000,4000,0.4818696542585231,140.28382176468747,140.71740363937997,2.0465349022617043,135.5362510466208,144.33702082445396,50,squared_euclidean_pc1_pc3,4000,4000,0.01458853114006666,0.28942374146483985,139.70220298080244,140.8654405485725,140.28382176468747,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (48.2%)","4,000
48.2%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,pct_1,73,0.00994550408719346,284.3863641114363,254.4788715365276,108.21528445765787,137.5945052413429,575.8040138910466,50,squared_euclidean_pc1_pc3,73,73,0.3805220577146023,15.303952293608216,253.631920551994,315.1408076708786,281.0819839351656,3.3043801762706835,percent,0.01,1% of pixels,1%,1% of pixels = 73 pixels (1.0%),"1%
73 px",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,pct_2,147,0.02002724795640327,278.30018121887747,265.0386015872281,73.25171472542874,149.77681073326033,465.0620989199787,50,squared_euclidean_pc1_pc3,147,147,0.2632111643068523,10.359356843178627,257.4822742342404,299.11808820351456,281.0819839351656,-2.781802716288155,percent,0.02,2% of pixels,2%,2% of pixels = 147 pixels (2.0%),"2%
147 px",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,pct_3,220,0.02997275204359673,287.4378186639311,280.66370252232923,70.8050212422043,151.43883965894025,473.6733467909721,50,squared_euclidean_pc1_pc3,220,220,0.24633161207290086,10.013342132484041,267.3152542735883,307.5603830542739,281.0819839351656,6.355834728765501,percent,0.03,3% of pixels,3%,3% of pixels = 220 pixels (3.0%),"3%
220 px",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_1250,1250,0.17029972752043596,280.1762250142192,277.6243881907783,22.248580369621227,231.08980306719184,340.05973536830015,50,squared_euclidean_pc1_pc3,1250,1250,0.07940923741296069,3.1464244102266146,273.8532484339288,286.4992015945096,281.0819839351656,-0.9057589209464254,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.0%)","1,250
17.0%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_2000,2000,0.2724795640326976,280.49329396204286,277.9925022686043,20.20561290746762,228.43285492847468,316.5210825484229,50,squared_euclidean_pc1_pc3,2000,2000,0.07203599281130016,2.8575051809801573,274.7509223103766,286.2356656137091,281.0819839351656,-0.5886899731227686,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (27.2%)","2,000
27.2%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_3000,3000,0.4087193460490463,276.3712971761,277.21218492479875,12.378607170327248,251.63136395886184,302.14155276028293,50,squared_euclidean_pc1_pc3,3000,3000,0.04478977121289036,1.7505994143565635,272.8533359428761,279.8892584093239,281.0819839351656,-4.710686759065652,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (40.9%)","3,000
40.9%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_4000,4000,0.5449591280653951,281.0819839351656,281.95879987089734,11.20665838821222,251.01714413144347,305.9693877717092,50,squared_euclidean_pc1_pc3,4000,4000,0.039869714278084604,1.5848608281491932,277.89708686062085,284.2668810097104,281.0819839351656,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (54.5%)","4,000
54.5%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,pct_1,72,0.009946125155408206,237.4942255931219,237.58997319168714,43.014471988858475,164.18295707818805,357.91692912408973,50,squared_euclidean_pc1_pc3,72,72,0.18111796984298645,6.083164966496125,225.26964791307918,249.71880327316464,239.3380439872609,-1.8438183941389923,percent,0.01,1% of pixels,1%,1% of pixels = 72 pixels (1.0%),"1%
72 px",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,pct_2,145,0.02003039093797486,239.53723752517664,238.94539129219203,28.031215067368855,184.17663461655127,302.2308577189882,50,squared_euclidean_pc1_pc3,145,145,0.1170223692857885,3.9642124518070085,231.57085434730587,247.5036207030474,239.3380439872609,0.19919353791573258,percent,0.02,2% of pixels,2%,2% of pixels = 145 pixels (2.0%),"2%
145 px",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,pct_3,217,0.029976516093383063,232.9695832836709,231.5429166907661,18.53308228148061,199.61260060588492,283.8045761821967,50,squared_euclidean_pc1_pc3,217,217,0.07955151063181566,2.620973631504638,227.70253957663047,238.2366269907113,239.3380439872609,-6.368460703590017,percent,0.03,3% of pixels,3%,3% of pixels = 217 pixels (3.0%),"3%
217 px",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_1250,1250,0.17267578394805913,239.40038509513874,240.24199623832152,9.799196994474208,212.3096485322565,261.7475458317234,50,squared_euclidean_pc1_pc3,1250,1250,0.04093225242966909,1.3858157289951096,236.61548412292598,242.1852860673515,239.3380439872609,0.06234110787784175,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.3%)","1,250
17.3%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_2000,2000,0.2762812543168946,237.20744896243954,237.48027065462128,6.739136664008052,221.27382266936368,254.4185357614939,50,squared_euclidean_pc1_pc3,2000,2000,0.028410307911852957,0.9530578468925963,235.29220751377247,239.12269041110662,239.3380439872609,-2.1305950248213605,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (27.6%)","2,000
27.6%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_3000,3000,0.4144218814753419,240.36350052799943,240.5564636383521,4.989341531973982,229.08666806813633,252.23438785404656,50,squared_euclidean_pc1_pc3,3000,3000,0.020757484064818667,0.705599446182896,238.94554535361817,241.7814557023807,239.3380439872609,1.0254565407385314,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (41.4%)","3,000
41.4%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_4000,4000,0.5525625086337892,239.3380439872609,238.45383719725805,4.106753919972314,229.73927428422394,247.64103102196077,50,squared_euclidean_pc1_pc3,4000,4000,0.017158801215033333,0.5807827090953718,238.17091743691,240.5051705376118,239.3380439872609,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (55.3%)","4,000
55.3%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_1,62,0.010001613163413454,126.74896221901842,123.8882288037109,16.590572301863496,103.03535009545531,179.98211194213852,50,squared_euclidean_pc1_pc3,62,62,0.13089316087018907,2.3462612356826775,122.03397373995426,131.46395069808258,128.21128077926,-1.4623185602415703,percent,0.01,1% of pixels,1%,1% of pixels = 62 pixels (1.0%),"1%
62 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_2,124,0.020003226326826908,126.08742316786999,125.79045922393763,11.938448747405399,101.97653664389225,169.60667756218376,50,squared_euclidean_pc1_pc3,124,124,0.09468389826248423,1.6883516132276803,122.69455357436044,129.48029276137953,128.21128077926,-2.123857611390008,percent,0.02,2% of pixels,2%,2% of pixels = 124 pixels (2.0%),"2%
124 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_3,186,0.03000483949024036,130.265779616529,128.5574124359438,11.016031291191744,107.13479660784743,159.9758833905402,50,squared_euclidean_pc1_pc3,186,186,0.08456581094144817,1.5579020855529762,127.13505816352973,133.39650106952826,128.21128077926,2.0544988372689943,percent,0.03,3% of pixels,3%,3% of pixels = 186 pixels (3.0%),"3%
186 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_1250,1250,0.20164542668172286,127.04818485188322,126.43863197089297,3.7668789995587435,121.00988257528743,139.7754821953622,50,squared_euclidean_pc1_pc3,1250,1250,0.029649215405558843,0.5327171368994371,125.97764968517572,128.11872001859072,128.21128077926,-1.163095927376773,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (20.2%)","1,250
20.2%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_2000,2000,0.32263268269075657,127.84771392726427,128.1771536161624,2.5320001056027364,122.51787460098419,133.79612825678393,50,squared_euclidean_pc1_pc3,2000,2000,0.019804813303452996,0.35807888892734985,127.12812745913712,128.5673003953914,128.21128077926,-0.3635668519957278,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (32.3%)","2,000
32.3%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_3000,3000,0.4839490240361349,127.662309566441,127.79736103263951,1.7701890295718443,123.82931345782632,130.8585732574784,50,squared_euclidean_pc1_pc3,3000,3000,0.013866183649533313,0.250342533358457,127.15922741060363,128.16539172227834,128.21128077926,-0.5489712128189979,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (48.4%)","3,000
48.4%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_4000,4000,0.6452653653815131,128.21128077926,128.0566791146128,1.4080668832202388,125.4183503499742,132.10283760989878,50,squared_euclidean_pc1_pc3,4000,4000,0.010982394643139808,0.19913072829784745,127.81111259872112,128.61144895979885,128.21128077926,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (64.5%)","4,000
64.5%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_1,71,0.010045274476513865,205.53687105990912,207.73109719149193,23.835956628908136,140.30551050297737,272.65795005233474,50,squared_euclidean_pc1_pc3,71,71,0.11596924924463076,3.3709133136738765,198.76276713824083,212.3109749815774,211.30137599569008,-5.764504935780963,percent,0.01,1% of pixels,1%,1% of pixels = 71 pixels (1.0%),"1%
71 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_2,141,0.019949066213921902,212.8683779298637,209.30748212467603,17.80584351960978,183.14940096291141,271.27313859067715,50,squared_euclidean_pc1_pc3,141,141,0.08364719876559817,2.5181265394925236,207.80801319214157,217.92874266758582,211.30137599569008,1.5670019341736179,percent,0.02,2% of pixels,2%,2% of pixels = 141 pixels (2.0%),"2%
141 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_3,212,0.029994340690435765,208.73650832764608,206.62933512324435,17.4751566779772,175.55542903294372,255.02750744310518,50,squared_euclidean_pc1_pc3,212,212,0.08371873620951388,2.4713603578590115,203.77012375046976,213.7028929048224,211.30137599569008,-2.564867668044002,percent,0.03,3% of pixels,3%,3% of pixels = 212 pixels (3.0%),"3%
212 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_1250,1250,0.17685342388228636,211.85572290432117,210.67358501878618,6.358419522202943,198.3439515566484,227.58953895584233,50,squared_euclidean_pc1_pc3,1250,1250,0.0300129703131718,0.8992163123557256,210.04868007018842,213.6627657384539,211.30137599569008,0.5543469086310893,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.7%)","1,250
17.7%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_2000,2000,0.2829654782116582,211.08498122752687,210.57855160757623,3.913722498584743,203.29026717130984,221.86562648926534,50,squared_euclidean_pc1_pc3,2000,2000,0.018540980394839993,0.553483943686326,209.9727136001462,212.19724885490754,211.30137599569008,-0.21639476816321235,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (28.3%)","2,000
28.3%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_3000,3000,0.4244482173174873,211.85983535644516,211.5977739602583,3.140393622394142,205.56702967178964,218.21454892407436,50,squared_euclidean_pc1_pc3,3000,3000,0.014822977734833803,0.4441187251979768,210.9673453639419,212.75232534894843,211.30137599569008,0.5584593607550801,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (42.4%)","3,000
42.4%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_4000,4000,0.5659309564233164,211.30137599569008,211.22011414980324,2.3918725581941986,207.65282043756545,215.83986156073246,50,squared_euclidean_pc1_pc3,4000,4000,0.011319720692415111,0.33826186112662654,210.62161333590475,211.9811386554754,211.30137599569008,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (56.6%)","4,000
56.6%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,pct_1,80,0.009966363523109506,135.61442745007983,134.89968209408286,14.501939491391147,108.74612129305234,162.69941030745738,50,squared_euclidean_pc1_pc3,80,80,0.10693507884129337,2.0508839509439345,131.49302184803713,139.73583305212253,138.840128848032,-3.2257013979521787,percent,0.01,1% of pixels,1%,1% of pixels = 80 pixels (1.0%),"1%
80 px",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,pct_2,161,0.02005730659025788,138.06348601436022,136.51772111023732,11.691772875614284,114.0882942194158,179.7394178888029,50,squared_euclidean_pc1_pc3,161,161,0.08468403350613792,1.65346637688796,134.74072092794037,141.38625110078007,138.840128848032,-0.7766428336717865,percent,0.02,2% of pixels,2%,2% of pixels = 161 pixels (2.0%),"2%
161 px",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,pct_3,241,0.030023670113367384,138.72492870839704,138.6964461968534,9.086040928938399,124.87696932307047,160.54502598923582,50,squared_euclidean_pc1_pc3,241,241,0.06549681454900917,1.2849602309981718,136.14270444748726,141.30715296930683,138.840128848032,-0.11520013963496467,percent,0.03,3% of pixels,3%,3% of pixels = 241 pixels (3.0%),"3%
241 px",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_1250,1250,0.15572443004858602,138.8165635681046,139.0048841131262,4.0915971403006255,130.67649121579106,146.79093729827005,50,squared_euclidean_pc1_pc3,1250,1250,0.02947484821069823,0.5786392167580116,137.65374452687584,139.97938260933338,138.840128848032,-0.023565279927396432,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (15.6%)","1,250
15.6%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_2000,2000,0.24915908807773762,138.96830374952444,139.1614613700975,2.486783943748341,133.56314189741155,145.80564831956573,50,squared_euclidean_pc1_pc3,2000,2000,0.017894612488258504,0.3516843579940556,138.2615675724139,139.67503992663498,138.840128848032,0.12817490149242872,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (24.9%)","2,000
24.9%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_3000,3000,0.37373863211660646,138.67871692180967,138.7506618285932,1.9581262129566288,134.62001951759248,142.6041097158403,50,squared_euclidean_pc1_pc3,3000,3000,0.014119875467701843,0.27692086472015315,138.12222360942363,139.2352102341957,138.840128848032,-0.16141192622234257,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (37.4%)","3,000
37.4%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_4000,4000,0.49831817615547525,138.840128848032,139.0805603839807,1.4385635880583183,134.8805991459609,141.87660703173214,50,squared_euclidean_pc1_pc3,4000,4000,0.010361295397765754,0.2034436136568176,138.43129359987518,139.24896409618884,138.840128848032,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (49.8%)","4,000
49.8%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,pct_1,91,0.010025338768315522,174.4281364269929,169.81807303318828,24.59435412793615,124.1584261446939,218.09973911316794,50,squared_euclidean_pc1_pc3,91,91,0.1409999248500264,3.4781669165534015,167.438498320885,181.41777453310078,174.5650433425973,-0.13690691560441337,percent,0.01,1% of pixels,1%,1% of pixels = 91 pixels (1.0%),"1%
91 px",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,pct_2,182,0.020050677536631045,174.33666603216344,171.86525463027698,16.83540773514702,144.2321407331895,209.1892328833107,50,squared_euclidean_pc1_pc3,182,182,0.09656837037391233,2.3808861947125823,169.55209609284617,179.1212359714807,174.5650433425973,-0.22837731043387066,percent,0.02,2% of pixels,2%,2% of pixels = 182 pixels (2.0%),"2%
182 px",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,pct_3,272,0.029965847747052993,171.23959586968985,169.36897764679276,14.588193116413564,136.4143454893033,206.62973955185166,50,squared_euclidean_pc1_pc3,272,272,0.08519170488766457,2.0630820555749887,167.09367725864067,175.38551448073903,174.5650433425973,-3.325447472907456,percent,0.03,3% of pixels,3%,3% of pixels = 272 pixels (3.0%),"3%
272 px",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,fixed_1250,1250,0.13771069736697147,172.8318668222049,172.82189756750617,6.139292223176115,159.07644423448963,185.34956845040432,50,squared_euclidean_pc1_pc3,1250,1250,0.03552176074966378,0.8682270325387332,171.08709927740884,174.57663436700093,174.5650433425973,-1.7331765203924192,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (13.8%)","1,250
13.8%",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,fixed_2000,2000,0.22033711578715434,173.8320186570204,173.11782099630904,4.185285805199746,166.059120692174,188.41800655632787,50,squared_euclidean_pc1_pc3,2000,2000,0.024076610497502954,0.5918887948121081,172.6425735918317,175.0214637222091,174.5650433425973,-0.7330246855769076,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (22.0%)","2,000
22.0%",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
